"Discovered boys bring shock, joy",surprise
Bernhard set to leave Volkswagen,sadness
Pacers' Jackson misses gun hearing,sadness
Cases: when the simple solution is the right one,joy
Golden Globes on their way,joy
"At New OZZFEST, Freedom Ain't Free",joy
Federer handed tough Aussie draw,sadness
Protesters end strike as Nepal PM concedes demands,sadness
Two detained in body parts mailing,joy
Essay: about that mean streak of yours: psychiatry can do only so much,anger
Hussein's niece pleads for father's life,sadness
Sarkozy heads for clash in cartoons row,surprise
Global web of suspects in child-rape download,anger
Blake defeats Moya to retain title,anger
Aquarium puts ailing beluga whale to sleep,joy
A police state? The issues,sadness
Move to ban iPods from crossing the street,surprise
India's Taj Mahal gets facelift,joy
Cheney to Congress: Can't run Iraq war by committee,surprise
Fortune: Looking beyond the iPhone,joy
Virtual 'American Idol' hits right notes,joy
"Iraq car bombings kill 22 People, wound more than 60",sadness
'Stomp' steps to No. 1 at box office,joy
Google executive acts as goodwill envoy,joy
Filipino woman kidnapped in Nigeria,surprise
Brown not buried as estate issues loom,anger
Will Rob Cohen Direct Third 'Mummy'?,surprise
EU will urge China to go green,anger
17th-Century Remedy  21st-Century Potency,surprise
'Sunshine' Goydos wins Sony open,joy
Merck: Gardasil may fight more strains,anger
Snow causes airport closures in Britain,anger
Bananaconda inventor is top poet of kids,joy
Shareholders sue Apple,anger
Bathing mom awakes to find baby dead,sadness
Visitors to Eiffel Tower climb to record in 2006,joy
"More sleep, healthier slimmer children ",surprise
Queen battles Bond for Baftas,joy
"Walters on Trump: 'Poor, pathetic man'",sadness
Palestinian factions to resume talks,joy
Study: men's sweat triggers high sexual arousal in women,joy
Outcry at N Korea 'nuclear test',surprise
Archaeologists find remains of couple locked in a hug,surprise
Stenson defends his title at Dubai,surprise
Updates on world's top stories,surprise
Man rides stationary bike for 85 hours,surprise
A Mistrial for Lieut. Watada,anger
ASEAN talks end on energy-security,sadness
"Iraqi death toll exceeded 34,000 in 2006, United Nations says",sadness
Israel intensifies military flights over Lebanon,surprise
New gadgets galore at tech show,joy
Another death at Georgia Aquarium,sadness
Asia seeks breakthrough on North Korea,surprise
Federer overcomes a ragged start,surprise
Rowdy fans ejected from the Open,joy
Terai protesters hail 'historic' victory over government,joy
Anger at release of two held over beheading plot,anger
Bush adamant on troops to Iraq,anger
Bebe Neuwirth gets to 'wiggle again',anger
Beckham to L.A.: For the game not fame,joy
Sleep more to fight childhood obesity,joy
Park stars as United maintain lead,surprise
Prehistoric Romeo and Juliet discovered,surprise
India's famous landmark gets facelift,joy
Joseph Wambaugh's new start,joy
Participant in water-drinking contest dies,sadness
Bollywood's 'Brangelina' engaged,joy
"Rio De Janeiro journal: drawing lines across the sand, between classes",surprise
Stepping back in time at ski resort,joy
Test cricketer jailed over killing,joy
Apple to Vista upgraders: 'Wait',surprise
Injured Sarwan to miss one-dayers,surprise
Studios sign off on movie downloads,joy
Asif returns with four-wicket haul,joy
"Bush authorized Iranians' arrest in Iraq, Rice says",anger
Senator Carl Krueger thinks iPods can kill you,anger
"Finally, Senate okays anti-terror bill Manila",joy
Matt shines with his Alpine finish,joy
BP CEO Browne to step down in June,surprise
An iPhone by any other name? Surely not,surprise
Life in Gaza steadily worsens,sadness
The energy challenge | Exotic visions: how to cool a planet (maybe),anger
"Easy ways to (really) save $400,000",joy
Palestinians say clashes hurt their cause,surprise
Male sweat can raise hormones,joy
Vital Signs: Hazards: Antidepressant linked to fractures in older people,surprise
Space life search turns to TV,surprise
"Super Bowl ads of cartoonish violence, perhaps reflecting toll of war",sadness
Beckham and Posh and more athlete-celebrity couples,joy
Libby prosecutors await judge's rulings,sadness
Review: 'Alpha Dog' misses the point,surprise
Republicans plan to block Iraq debate,surprise
"Skip the showers: male sweat turns women on, study says",surprise
Gently Weeps' lyrics sheet up for sale,sadness
Canete wins inaugural Joburg Open,joy
Astronaut may have buckled under stress,sadness
NFL team's fan of the year: 'Flag Lady',joy
Malaysian AirAsia X to fly in July,joy
10 kidnapped at Nigeria oil base,surprise
Guy sweat is babe magnet,surprise
Township tourism booming in South Africa,joy
Iran leader pays Nicaragua a visit,anger
"'Grey's,' 'Pirates' lead People's Choice",surprise
Terror network,anger
Now it's official: Iraq's a mess,sadness
Snow brings travel misery to England,sadness
James Brown's 5-year-old son left out of will,anger
Two men killed by London tube train,sadness
US millions fail to buy influence in deadly Gaza power play,joy
Squadron apologies over 'friendly-fire' death,sadness
New Orleans violence sparks tourism fears,surprise
SPACE.com: Black hole triplets spotted,surprise
Vaccines: Mandate or choice?,surprise
"Congolese soldiers riot, loot over pay issue",anger
Commodities lead Europe higher,joy
Ingredient in male sweat raises women's hormone levels,surprise
Goetschl ends Austrian win drought,surprise
Tariq Ramadan has an identity issue,surprise
Peretz orders IDF to respond with force to north border attacks,surprise
Trains crash near Thai resort town,sadness
"Hamas, Fatah return to unity gov't talks in Mecca",sadness
Pats' fourth-quarter rally finishes Chargers,surprise
7 Die As US Helicopter Crashes in Iraq,sadness
Millionaire secret Santa dies,sadness
Morrissey may cheer up Eurovision,joy
Christian values guide Dungy and the Colts,joy
Israeli woman's tirade spurs PM outrage,anger
Passing exchange becomes political flashpoint,anger
Police probe 2 church fires half mile apart,surprise
Italy to try US soldier for agent's Iraq death,joy
Depp to star in spy poisoning film,joy
'24's' Jack Bauer returns,joy
US Airways boosts bid for Delta,joy
"Second hanging also went awry, Iraq tape shows",sadness
Howell takes one shot lead in Sony Open,surprise
Psych checks reviewed after astronaut's crack-up,sadness
"Pap Test, a mainstay against cervical cancer, may be fading",surprise
Martins leads Newcastle fightback,surprise
PS3 pricey but impressive,joy
Pluto's revenge: 'Word of the Year' award,joy
European Space Agency,joy
Hackers strike at key Internet servers,anger
Hussein co-defendants executed,sadness
Blissing out in Ojai,joy
Amazon.com has 'best ever' sales,joy
Hackers attack root servers,anger
Video games can improve your vision,surprise
Internet attacked! (Did anyone notice?),sadness
"In Washington, contractors take on biggest role ever",surprise
Floods force Malaysia evacuations,sadness
Tests of drug to block H.I.V. infection are halted over safety,joy
Zoo polar bear to have root canal,sadness
Europe take big Royal Trophy lead,joy
'We lit our last candle yesterday',sadness
Google buys YouTube for $1.65bn,surprise
PSP number one Sony platform in Japan,joy
England include Giles in WC squad,joy
Eight years for Damilola killers,sadness
PC World editor slain at California home,sadness
Zach Braff says he has 'mild depression',surprise
Science panel calls global warming unequivocal,surprise
News Baby pandas! Baby pandas! Baby pandas!,joy
Get ready for the earnings,joy
Germany agonizes over a brain drain,anger
Iran and Nicaraguan leaders meet,anger
Secret hotels in Irish countryside,surprise
Fine wines in British Columbia,surprise
Philippine president welcomes Senate approval of anti-terror bill ,joy
"Small jet crashes on takeoff, killing 2",sadness
"Bigger, more aggressive rats infesting UK",sadness
Travel+Leisure: Next island hot spot: St. Lucia,joy
Real Mallorca rock leaders Sevilla,joy
Iran's boast on uranium enrichment is put to test,anger
Bird watchers flock to see rare owl,joy
Eye on cosmos is lost to short circuit on hubble,surprise
Too young for this: facing cancer under 40,sadness
Unilever group names new chairman,surprise
Minister slams airlines on carbon,sadness
Rare optimism as North Korea talks reach crossroads,joy
Man beheaded in southern Thailand,surprise
Annual diving contest in South Korea proves a chilly challenge,joy
Iraqi forces detain official suspected in Shia conspiracy,surprise
Wellcome awards anti-fat research,joy
Maggie Gyllenhaal's Globes babysitter: Mom,surprise
"As inflation soars, Zimbabwe economy plunges",anger
What's behind the chopper crashes in Iraq,anger
Blair apologises over friendly fire inquest,anger
Depp 'to make Litvinenko movie',surprise
Why gas follows oil up but not down,anger
"'Cravings' still there, sez Tara",sadness
Bill would strip convicted legislators of pensions,surprise
"In clue to addiction, brain injury halts smoking",surprise
"In rigorous test, talk therapy works for panic disorder",joy
Rice: U.S. won't pull plug on Iraq,anger
"On road to Kosovo independence, a warning: go slow",anger
Mistrial for officer who refused to go to Iraq,joy
Rebels to join Nepal parliament,surprise
"EMI warns on profits, boss goes",surprise
Subway collapse caught on camera,sadness
Stinky but true: men's sweat is made for love,surprise
"POLITICS-US: reprieve for officer who denounced ""Immoral War""",joy
Hunters stalk world's tallest trees,sadness
Fuel spill may lead to missing jet,joy
"Sri Lanka floods displace 60,000",sadness
"Justin Timberlake, Cameron Diaz announce split",surprise
Iran to hit US interests if attacked,surprise
Two Palestinians killed near fence,sadness
EarthLink CEO dies at age 49,sadness
"A star dies, a family feud is born",sadness
"Carter was a disaster, said Ford",anger
Super Bowl MVP Manning insists he's one of the guys,joy
Personal health: the importance of knowing what the doctor is talking about,sadness
Peter Jackson will never work for me again,surprise
U.S. keeps Iran options open,surprise
European shares hit fresh highs,joy
"For women, nothing's like the smell of men's sweat",joy
Freed kidnap suspect: my terror at police raid,joy
"Far away, Super Bowl's losers will be champs",joy
Woman dies after water binge,sadness
Mancuso sparks U.S. celebrations,joy
ASEAN urges North Korea resolution,surprise
Mistrial declared in teacher-student rape case,sadness
'Bookworm Adventures' wordsmith's joy,joy
iPod good for video games,joy
Review: virtual 'American Idol' hits right notes,joy
Attorneys point fingers in fight between Ryan O'Neal and son,anger
Iraqis fault delayed U.S. plan in attack,anger
"Scorpion on a plane, a pantful of pain",anger
Male sweat boosts women's hormone levels,surprise
French right nominates Sarkozy,surprise
Talks begin on Somalia peacekeepers,anger
Action games improve eyesight,surprise
"A small part of the brain, and its profound effects",sadness
Thailand: missing 25 years after taking wrong bus,anger
Ballerina sparks anti-fascist row,anger
Internet boom in China is built on virtual fun,joy
Review: PS3 pricey but impressive,surprise
Machinery orders drive Asia upward,joy
Russia to strengthen its military muscle,anger
"At Libby trial, Russert of NBC gives and gets",sadness
North Korea ready to discuss first steps to nuclear resolution,joy
Victim: Gunman bought drink after shooting,surprise
Ferrer victorious in Spanish duel,joy
Did NASA accidentally kill life on Mars?,surprise
"New vaccine for cervical cancer could prove useful in men, too",joy
Search on for victims of subway collapse,sadness
Human error caused Helios crash,sadness
Microsoft supports OpenID authentication standard,surprise
"Briefly: preloaded iPods, Wal-Mart movies, Apple stores",joy
China says rich countries should take lead on global warming,surprise
North Korea may begin to dismantle nukes,joy
Tracking down hi-tech crime,surprise
Barack Obama formally announces bid for president,surprise
"Attack video saddens ""friendly fire"" widow",sadness
Europe retain trophy with big win,joy
Cutting edge accessories for digital music players,joy
Ice storm descends on central U.S.,surprise
Snow brings travel misery to England,sadness
"Indonesia flood forces 340,000 from homes",sadness
Ice storm brings chaos in U.S.,anger
Congressman rebukes U.S. allies for lack of support in Afghanistan ,anger
Roddick overcomes Federer in final,joy
Prehistoric Romeo and Juliet discovered,joy
Donald and Goydos share Sony lead,surprise
Sea search for missing Microsoft scientist,sadness
Bear cub returned to the wilderness,joy
"Allied with democrats, Lieberman easily aligns with Republicans",anger
"Nipple covers, other star secrets",anger
Apple: no iTunes for you if you have Vista!,anger
That'll cost ya,anger
Botched hangings in Iraq speed sectarianism,surprise
Male sweat raises female hormones,surprise
Bangladesh ends curfew amid unrest,joy
Here come the Globes!,joy
Snow causes transport chaos in Britain,anger
Snow causes airport closures in Britain,surprise
"Second opinion: girl or boy? as fertility technology advances, so does an ethical debate",anger
Heavy snow causes travel chaos and shuts schools,joy
Luxury digs in South Carolina's Lowcountry,joy
Dozens killed in Baghdad bombing,sadness
Ice storms kill 21 across nation,sadness
De Villiers takes over Dakar lead,joy
Vietnam becomes WTO's 150th member,surprise
South African trio share advantage,surprise
Action intensity boosts vision,joy
Why the smell of a man's armpit is a turn-on,surprise
Nokia 5300 Xpress Music,surprise
"Dell to cut bonuses, trim management",sadness
TV game shows go interactive,surprise
Boy missing since 2002 found alive,joy
"US, North Korea signed nuclear memo",joy
Russia honors Sputnik designer,joy
"Bill, thanks for the RSA memories... and laughs",joy
MySpace welcomes French friends,joy
"In Egypt, Rice speaks softly",surprise
"Weekly Nielsen Yvonne De Carlo, 'Munsters' star, dead",anger
Senate votes to revoke pensions,sadness
EarthLink CEO dies at age 49,sadness
Software giant SAP misses target,sadness
Vital signs: mental abilities: folic acid may improve thinking skills,surprise
De Villiers stretches overall lead,surprise
Families celebrate return of sons,joy
North Korea ready to discuss nuke disarmament,sadness
"For women, nothing's like the smell of men's sweat",surprise
Nadal wants Australian Open crown,joy
Beijing journal: Olympic construction unearths ancient treasure trove,joy
"Chinese president arrives in Mozambique, African tour nearly over",sadness
Reclusive 'Mockingbird' author attends show,surprise
"Asia near pact on energy, security",surprise
Ex-suspect slams anti-terror laws,anger
Study detects a gene linked to Alzheimer's,joy
Panda cub makes her debut,surprise
Harris haul puts South Africa on top,joy
Beckham outlines reasons for move,surprise
Study finds gritty air raises heart disease risk in older women,surprise
"Venezuela, Iran fight U.S. dominance",anger
Blog: Here come the Globes!,joy
Greek police hunt embassy attackers,anger
Underarm bowls them over,joy
At least 130 die as blast levels Baghdad market,sadness
New McCain team made attack ads he once faulted,anger
"Hamas, Fatah leaders pledge to meet until they reach agreement",joy
No e-Book for Harry Potter VII,joy
Review: Nokia 5300 Xpress Music,surprise
'Can't do this anymore'? Not Jack,joy
Black hole triplets spotted,surprise
Indonesian bird flu deaths hit 61,sadness
Somali refugees cut off from aid,sadness
Next island hot spot: St. Lucia,joy
Italy to hold no-show trial of Bronx GI in Iraq slay,anger
Rescued boys parents hail 'miracle',joy
Teen hacks Venezuelan government Web sites,surprise
Study: Male sweat causes female hormones to rise,surprise
Collision on icy road kills 7,sadness
Surprise: China cuts price of gas,joy
What the Godfather of Soul meant to me,sadness
New Mars orbiter spots Pathfinder landing site,joy
Mass Venezuela opposition rally,sadness
Glamour -- and 'Borat' -- at Golden Globes,joy
"A film star in Kampala, conjuring aminos ghost",joy
Anglicans rebuke U.S. branch on same-sex unions,anger
Homemade bombs kill 65 on Indian train,sadness
Chvez threatens to jail violators of price controls,anger
Accord on North Korea is announced,joy
U.S. says powerful Iraqi cleric is living in Iran,anger
"Baghdad plan is a success, Iraq prime minister tells Bush",joy
"Dispute over Iraqi cleric, said to have gone to Iran",anger
"In the world of life-saving drugs, a growing epidemic of deadly fakes",sadness
Basics: a mammal in winter with a furnace of her own,surprise
"Books on science: The problems in modeling nature, with its unruly natural tendencies",sadness
Believing scripture but playing by science's rules,joy
"A familiar and prescient voice, brought to life",joy
Findings : A cool $25 million for a climate backup plan,surprise
Call it serendipity: a missing piece of Washington's war tent is found,joy
"Free Will: Now you have it, now you don't",anger
Archaeologists find signs of early chimps' tool use,surprise
Wizardry at Harvard: physicists move light,surprise
The summit - a slap in the face of the Palestinians,surprise
Moscow says Palestine-Israeli contacts key to Mideast peace,surprise
Pakistan-India peace talks planned despite bombings,joy
"Cheney starts visit to Japan, Australia",joy
China: Cheney shores up the trilateral alliance,surprise
Iraq insurgents attack US base,surprise
US soldiers die in day of violence,sadness
Iraqi suicide attack kills two US troops as militants fight purge,surprise
Iran reneges on nuclear payments to Russia,sadness
Top Colombia official resigns,joy
Colombia FM resigns after relatives' arrests for militia links,sadness
Foreign minister of Colombia quits in scandal,anger
New Zealand unlikely to allow crippled Japanese whaler,joy
Damaged Japanese whaling ship may resume hunting off Antarctica,sadness
Iran top N-envoy heads for Vienna for nuke talks,joy
Victims of Air India still wait for justice,sadness
Judge threatens to shut down Air-India inquiry,anger
Royal rescues presidential hopes with commanding performance,joy
Royal seeks to revive French bid,surprise
Sarkozy comfort zone offers a royal opportunity,joy
"Hicks first in line for trial, Bush says",anger
Australia tells Bush to speed up Guantanamo trial,surprise
Paris police investigate package at Canadian embassy,joy
False alarm at Canadian embassy in Paris,surprise
Afghan poppy war alienates farmers,surprise
Catholic archbishop outlines Anglican merger hopes,joy
Anglican and Catholic churches could merge,joy
US helicopter crash kills 8 troops in Afghanistan,sadness
Eight US soldiers killed in Zabul helicopter crash,sadness
"Thailand attacks kill three, injure 70",sadness
Thai Govt moves to smooth over relations with south,joy
Roots of autism more complex than thought,surprise
Largest ever autism study identifies two genetic culprits,surprise
Beware of peanut butter pathogens,joy
Experts offer advice on salmonella,surprise
Experts issue new heart disease guidelines for women,joy
Fully-cooked chicken strips recalled ,surprise
Committee debates cancer vaccine plan,surprise
Stop cancer with a shot,sadness
1 mln birds to be vaccinated from bird flu near Moscow,sadness
Bernard Matthews to lay off up to 500 workers,sadness
Matthews lays off 130 turkey workers,sadness
Media cited for showing girls as sex objects,anger
Sexualisation 'harms' young girls,surprise
A shot in the arm,sadness
Thousands line up to get late flu shots,surprise
Small-business owners find Bush health plan appealing,joy
Whether to save cord blood can be puzzle for parents,joy
Retinal implant helping blind people see again,joy
"Indonesia ""will not share"" flu samples",surprise
Cholesterol link in diabetes study,sadness
Pig cells hope for diabetes cure,surprise
Sick hearts switch on a fetal gene,joy
Foetal mechanism helps heart failure,surprise
Scientists tout cocoa's health benefits,joy
Feeding your brain: new benefits found in chocolate,joy
Some cocoa may improve brain blood flow,joy
Lawyer for deceased Nazi-era collaborator Papon vows to bury him ,anger
"Cocoa could be antidote to age-related diseases, says new study",joy
Hungarian opposition calls for vote after violence escalates,surprise
AU regrets Sudan's expulsion of UN envoy ,sadness
House ethics panel talks to Hastert aide,joy
BellSouth says profit rises 30% on cingular earnings,joy
Google unveils do-it-yourself search engine,joy
Firefox 2.0 hits the Web,joy
Oracle World opens with Dell unveiling AMD-powered computers,joy
Seahawks' QB Hasselbeck out 2-4 weeks,joy
Marathon winner released from hospital ,sadness
Punter charged with stabbing asks to live outside state,anger
Allmendinger joining Toyota team in NASCAR ,joy
Bryant's boot may have salvaged Bucs' season,joy
This week in auto racing October 27 - October 29,joy
Bruce revells in upset,surprise
Steelers' Roethlisberger has concussion,sadness
Arthurs upsets Robredo in first round at the St. Petersburg Open,surprise
Mbeki: 2010 World Cup Planning on Track,joy
Clinical Everton show Moyes means business,surprise
MS Adds Office 2007 to Vista Coupon Program,joy
One search does not fit all,sadness
Apple's dark secret? The 39% claim,sadness
Bad weather cancels men's downhill,sadness
Cool millions for YouTube founders,joy
"London market a shopping, dining haven",joy
'Jackass' star marries childhood friend The secrets people reveal,joy
Audio Slide Show: A love story lasting 61 years,joy
Microsoft to release next generation phone,joy
Body Shop's Roddick has Hepatitis C,sadness
Teen allegedly armed by mom turns self in,anger
Oxfam: action needed for Chad,surprise
Violence continues at disputed holy site,sadness
Storm leaves behind major travel troubles,anger
3 U.S. troops killed hunting weapons cache,sadness
China's 'Friends' highlights Web freedoms,sadness
NATO: Afghanistan peace 'by 2009',joy
Alaska's northern lights captivate Japanese,joy
Smith can't be buried until hearing,sadness
Spacewalker sets new U.S. record,joy
Fortune: India the Superpower? Think again,sadness
Kerry blasts 'escalation of misguided war',anger
Anna Nicole claimant: A prince of a guy?,surprise
'Ronnie' and Eto'o hug and make up,surprise
